GEO_ID_2,GEO_ID,MSA,HH_TOT,HH_FAMILY,HH_FAM_2P,HH_FAM_3P,HH_FAM_4P,HH_FAM_5P,HH_FAM_6P,HH_FAM_7P,HH_NON_FAMILY,HH_NON_FAM_1P,HH_NON_FAM_2P,HH_NON_FAM_3P,HH_NON_FAM_4P,HH_NON_FAM_5P,HH_NON_FAM_6P,HH_NON_FAM_7P
29620,310M100US29620,"Lansing-East Lansing, MI Metro Area",180402,112894,51316,26111,21756,9377,2900,1434,67508,52868,11161,1971,1086,340,73,9
29700,310M100US29700,"Laredo, TX Metro Area",64714,53860,11928,11523,12413,9986,4529,3481,10854,9096,1223,376,51,17,63,28
29740,310M100US29740,"Las Cruces, NM Metro Area",71748,50020,21176,10596,10229,4925,2186,908,21728,16909,3868,745,146,60,0,0
29820,310M100US29820,"Las Vegas-Paradise, NV Metro Area",695701,457592,181640,106200,87225,49362,20325,12840,238109,179593,47758,7341,2347,814,154,102
29940,310M100US29940,"Lawrence, KS Metro Area",42943,23335,11159,4989,4567,1947,489,184,19608,12426,5047,1442,405,162,59,67
30020,310M100US30020,"Lawton, OK Metro Area",43757,30269,12566,7603,6145,2399,1045,511,13488,11219,1784,291,67,118,0,9
30140,310M100US30140,"Lebanon, PA Metro Area",51543,35797,17643,7140,6515,2982,898,619,15746,13002,2327,235,134,46,2,0
30300,310M100US30300,"Lewiston, ID-WA Metro Area",25140,16053,8491,3317,2454,1202,436,153,9087,7553,1347,40,147,0,0,0
30340,310M100US30340,"Lewiston-Auburn, ME Metro Area",44040,28250,13560,6617,5309,1903,486,375,15790,12237,3094,239,174,26,20,0
30460,310M100US30460,"Lexington-Fayette, KY Metro Area",188309,118564,53261,29744,22644,8969,2611,1335,69745,54769,11296,2456,967,148,101,8
30620,310M100US30620,"Lima, OH Metro Area",40719,27769,13196,5840,5340,2326,727,340,12950,11321,1369,192,54,6,8,0
30700,310M100US30700,"Lincoln, NE Metro Area",118327,73828,33550,17043,13878,6430,1872,1055,44499,34091,7822,1602,845,85,28,26
30780,310M100US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",270040,180045,84461,43413,33150,13246,3926,1849,89995,76150,11328,1762,508,169,34,44
30860,310M100US30860,"Logan, UT-ID Metro Area",37900,28853,10510,5592,5214,3979,2152,1406,9047,6268,1592,414,493,179,60,41
30980,310M100US30980,"Longview, TX Metro Area",77643,54663,25231,12651,9154,4977,1635,1015,22980,19900,2487,418,158,0,17,0
31020,310M100US31020,"Longview, WA Metro Area",39441,26969,13070,5841,4601,2167,801,489,12472,9997,1941,412,122,0,0,0
31100,310M100US31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4202392,2869560,931459,650745,644958,352059,156936,133403,1332832,1040711,231528,38884,14584,4637,1219,1269
31140,310M100US31140,"Louisville/Jefferson County, KY-IN Metro Area",501115,330402,148804,78962,64973,25956,7935,3772,170713,145091,21460,2792,993,284,62,31
31180,310M100US31180,"Lubbock, TX Metro Area",104314,66460,28269,15314,12734,6037,2321,1785,37854,28453,6529,2121,705,46,0,0
31340,310M100US31340,"Lynchburg, VA Metro Area",98494,66258,32491,15970,11603,4211,1307,676,32236,26831,4104,858,261,160,22,0
31420,310M100US31420,"Macon, GA Metro Area",84407,56071,25648,13456,9682,4454,1824,1007,28336,24192,3278,683,131,32,0,20
31460,310M100US31460,"Madera-Chowchilla, CA Metro Area",42089,32768,11354,6506,6820,3867,2246,1975,9321,7915,1095,124,136,51,0,0
31540,310M100US31540,"Madison, WI Metro Area",229033,136215,63440,29965,27481,10938,2982,1409,92818,70023,17312,3199,1337,592,212,143
31700,310M100US31700,"Manchester-Nashua, NH Metro Area",153120,104907,43886,24261,23566,9079,2648,1467,48213,36785,9479,1396,394,114,23,22
31740,310M100US31740,"Manhattan, KS Metro Area",43981,27134,12115,6422,5008,2558,714,317,16847,11949,3081,1042,504,204,52,15
31860,310M100US31860,"Mankato-North Mankato, MN Metro Area",36039,21920,10594,4483,4104,1795,591,353,14119,9431,3057,772,494,298,56,11
31900,310M100US31900,"Mansfield, OH Metro Area",48557,32844,16168,6991,5659,2522,984,520,15713,13791,1670,88,123,41,0,0
32580,310M100US32580,"McAllen-Edinburg-Mission, TX Metro Area",205971,170503,45616,34683,36933,28294,13739,11238,35468,30380,4369,429,163,70,16,41
32780,310M100US32780,"Medford, OR Metro Area",83333,53903,27649,12056,8481,3702,1234,781,29430,23556,4839,758,122,125,30,0
32820,310M100US32820,"Memphis, TN-MS-AR Metro Area",476388,324570,131246,81016,63909,30159,10867,7373,151818,130098,18290,2007,796,409,119,99
32900,310M100US32900,"Merced, CA Metro Area",73586,57613,17071,12446,12833,8385,3989,2889,15973,12851,2438,339,213,59,73,0
33100,310M100US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2019604,1317377,543403,320375,268530,116907,42687,25475,702227,573713,108648,12815,5017,1233,471,330
33140,310M100US33140,"Michigan City-La Porte, IN Metro Area",42090,28581,13766,6071,4952,2738,576,478,13509,11675,1596,185,0,40,0,13
33260,310M100US33260,"Midland, TX Metro Area",49122,35366,14688,8237,7056,3291,1339,755,13756,11886,1676,111,48,35,0,0
33340,310M100US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",615847,389825,169387,88055,79002,34221,12113,7047,226022,184961,34792,4717,1202,178,151,21
33460,310M100US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1264311,818942,344487,179449,178024,74755,25844,16383,445369,353495,76355,10341,3949,909,258,62
33540,310M100US33540,"Missoula, MT Metro Area",44172,25485,12542,5990,4525,1620,684,124,18687,13184,4497,689,287,30,0,0
33660,310M100US33660,"Mobile, AL Metro Area",153302,104324,44430,26335,19651,8985,3286,1637,48978,42616,4995,914,379,43,0,31
33700,310M100US33700,"Modesto, CA Metro Area",163841,122255,40859,25770,27841,15243,7692,4850,41586,32927,6940,1012,508,132,45,22
33740,310M100US33740,"Monroe, LA Metro Area",64501,43817,18854,11413,8864,3010,1052,624,20684,18754,1671,226,33,0,0,0
33780,310M100US33780,"Monroe, MI Metro Area",58298,42178,18379,9417,9003,3984,886,509,16120,13552,2320,156,92,0,0,0
33860,310M100US33860,"Montgomery, AL Metro Area",140457,95640,40350,24800,18709,7622,2680,1479,44817,39426,4434,571,323,63,0,0
34060,310M100US34060,"Morgantown, WV Metro Area",47923,27788,13549,6756,5212,1708,440,123,20135,15513,3637,729,230,26,0,0
34100,310M100US34100,"Morristown, TN Metro Area",52671,36306,16631,8934,6932,2275,956,578,16365,14090,1929,186,155,0,5,0
34580,310M100US34580,"Mount Vernon-Anacortes, WA Metro Area",45253,30896,15131,6258,5249,2638,847,773,14357,11641,2255,289,111,28,0,33
34620,310M100US34620,"Muncie, IN Metro Area",46212,28341,14433,6211,4852,1782,804,259,17871,13486,2839,791,571,169,15,0
34740,310M100US34740,"Muskegon-Norton Shores, MI Metro Area",65778,45366,20910,9876,8135,4240,1338,867,20412,17401,2556,333,60,43,8,11
34820,310M100US34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",112057,73100,37600,16425,11592,4967,1717,799,38957,29069,7610,1553,685,20,20,0
34900,310M100US34900,"Napa, CA Metro Area",49179,32917,13780,6804,6780,2884,1519,1150,16262,12890,2845,321,157,49,0,0
34940,310M100US34940,"Naples-Marco Island, FL Metro Area",119517,81135,48837,12878,10731,5617,1763,1309,38382,32485,4854,589,384,70,0,0
34980,310M100US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",597128,396220,172345,95491,77537,33811,10733,6303,200908,163015,30345,5537,1502,400,40,69
35300,310M100US35300,"New Haven-Milford, CT Metro Area",330785,217115,89813,52339,46382,19286,5769,3526,113670,93926,16739,2099,587,177,76,66
35380,310M100US35380,"New Orleans-Metairie-Kenner, LA Metro Area",416300,272306,113448,69345,52217,24653,7638,5005,143994,119959,19697,3022,907,353,56,0
35620,310M100US35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",6809482,4522909,1663572,1093858,998754,475450,171003,120272,2286573,1902864,311619,47738,15407,5921,1953,1071
35660,310M100US35660,"Niles-Benton Harbor, MI Metro Area",62612,41557,20449,8402,7365,3259,1385,697,21055,18316,2397,258,68,16,0,0
35840,310M100US35840,"North Port-Bradenton-Sarasota, FL Metro Area",300209,188229,113226,33070,25456,10535,3888,2054,111980,93635,15563,2087,482,174,0,39
35980,310M100US35980,"Norwich-New London, CT Metro Area",106590,70842,31558,16366,14948,5201,1924,845,35748,28725,6081,575,197,129,16,25
36100,310M100US36100,"Ocala, FL Metro Area",133966,91513,51832,17220,13858,5123,2105,1375,42453,35467,6179,559,156,40,52,0
36140,310M100US36140,"Ocean City, NJ Metro Area",45420,29903,15146,6277,5504,1979,629,368,15517,13220,1776,368,136,17,0,0
36220,310M100US36220,"Odessa, TX Metro Area",47653,33389,12368,7690,7061,3895,1546,829,14264,11939,1721,291,243,21,49,0
36260,310M100US36260,"Ogden-Clearfield, UT Metro Area",170977,132834,46321,27281,26355,17692,9752,5433,38143,31394,4905,1151,462,175,56,0
36420,310M100US36420,"Oklahoma City, OK Metro Area",471209,309578,138503,71341,58947,26723,9138,4926,161631,133677,22711,3489,1363,296,95,0
36500,310M100US36500,"Olympia, WA Metro Area",98491,65272,30548,15082,12339,5059,1549,695,33219,25687,6052,1204,203,43,25,5
36540,310M100US36540,"Omaha-Council Bluffs, NE-IA Metro Area",327950,217206,93192,48541,43383,20833,7479,3778,110744,90495,17031,2188,589,186,162,93
36740,310M100US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",768754,521311,223480,124291,105191,45577,14764,8008,247443,189374,46616,7528,3050,595,257,23
36780,310M100US36780,"Oshkosh-Neenah, WI Metro Area",66694,40637,19317,8923,7709,3413,806,469,26057,20123,4465,878,433,116,18,24
36980,310M100US36980,"Owensboro, KY Metro Area",44614,30253,14122,7423,5558,2108,623,419,14361,12783,1388,111,37,42,0,0
37100,310M100US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",264305,195579,68780,42694,43215,22977,10089,7824,68726,53837,11400,2230,824,263,44,128
37340,310M100US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",220871,145109,76332,31266,23160,9465,3352,1534,75762,62906,11193,1293,278,43,49,0
37380,310M100US37380,"Palm Coast, FL Metro Area",36182,26102,14876,5054,3866,1471,685,150,10080,8445,1417,155,15,24,24,0
37460,310M100US37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",68807,44480,21492,10842,7517,3163,1026,440,24327,19398,3984,584,267,94,0,0
37620,310M100US37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",66550,44328,21958,9787,8557,2918,786,322,22222,19163,2641,289,106,23,0,0
37700,310M100US37700,"Pascagoula, MS Metro Area",56995,41358,16957,10553,8090,3867,1372,519,15637,13172,1908,339,170,48,0,0
37860,310M100US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",168173,114485,53695,26691,20667,9063,3150,1219,53688,43727,8118,1219,594,8,0,22
37900,310M100US37900,"Peoria, IL Metro Area",150501,99476,47805,21544,17891,7795,3086,1355,51025,43886,5838,927,274,70,17,13
37980,310M100US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2216763,1449284,589168,346417,306499,137529,45352,24319,767479,643936,103244,13123,5042,1319,498,317
38060,310M100US38060,"Phoenix-Mesa-Glendale, AZ Metro Area",1500828,1000063,422278,207968,194039,100855,43647,31276,500765,392022,89818,12456,4716,1316,328,109
38220,310M100US38220,"Pine Bluff, AR Metro Area",35414,23868,10864,6076,3993,1936,688,311,11546,10379,914,242,0,11,0,0
38300,310M100US38300,"Pittsburgh, PA Metro Area",985385,619201,302052,141153,115070,42794,12567,5565,366184,313719,44682,4925,2116,513,198,31
38340,310M100US38340,"Pittsfield, MA Metro Area",55623,33202,16779,7566,6212,1959,405,281,22421,19304,2723,261,50,51,0,32
38540,310M100US38540,"Pocatello, ID Metro Area",32458,22356,9868,5012,4195,1888,766,627,10102,8106,1552,284,143,11,6,0
38860,310M100US38860,"Portland-South Portland-Biddeford, ME Metro Area",211636,135937,64261,31256,27797,8894,2526,1203,75699,58445,14674,1970,423,178,9,0
38900,310M100US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",850849,540749,235833,121235,109034,46586,16945,11116,310100,237584,60304,8510,2445,969,155,133
38940,310M100US38940,"Port St. Lucie, FL Metro Area",162306,108932,57582,21812,17477,7237,3125,1699,53374,44413,7524,848,453,92,44,0
39100,310M100US39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",231331,164000,62457,38172,35641,17552,5721,4457,67331,54990,10523,1149,494,116,34,25
39140,310M100US39140,"Prescott, AZ Metro Area",89109,56321,33296,9622,7234,3891,1275,1003,32788,26790,4997,622,237,79,63,0
39300,310M100US39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",621094,400698,166663,98937,84841,34429,11039,4789,220396,181228,32803,4158,1523,488,158,38
39340,310M100US39340,"Provo-Orem, UT Metro Area",138665,112285,34509,20442,20790,16714,11470,8360,26380,17664,2806,2185,2143,600,944,38
39380,310M100US39380,"Pueblo, CO Metro Area",61418,40247,19169,8733,7681,3104,1037,523,21171,18074,2586,268,212,0,31,0
39460,310M100US39460,"Punta Gorda, FL Metro Area",71991,48044,32337,7229,5146,2293,802,237,23947,20117,3428,333,69,0,0,0
39540,310M100US39540,"Racine, WI Metro Area",75546,50561,23281,10710,9904,4418,1653,595,24985,21088,3298,480,72,47,0,0
39580,310M100US39580,"Raleigh-Cary, NC Metro Area",407344,273490,111634,65342,61491,23307,8037,3679,133854,108445,20869,3346,953,46,41,154
39660,310M100US39660,"Rapid City, SD Metro Area",49653,32950,16139,6713,6145,2782,688,483,16703,13292,2709,379,227,58,11,27
39740,310M100US39740,"Reading, PA Metro Area",153307,106995,47029,24181,21187,9292,3465,1841,46312,37484,7519,716,425,153,15,0
39820,310M100US39820,"Redding, CA Metro Area",69100,45805,21783,9245,8826,3902,1273,776,23295,19296,3213,563,108,69,0,46
39900,310M100US39900,"Reno-Sparks, NV Metro Area",162623,103011,44619,22944,20816,9535,3115,1982,59612,45716,11101,1823,593,298,63,18
40060,310M100US40060,"Richmond, VA Metro Area",471958,314799,137529,77745,63591,24129,7522,4283,157159,129501,23006,2794,1177,537,144,0
40140,310M100US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1263031,949542,301976,196254,208105,130702,64233,48272,313489,247591,52850,7683,3039,1532,498,296
40220,310M100US40220,"Roanoke, VA Metro Area",128818,83199,41767,19580,14088,5161,1761,842,45619,39189,5305,750,375,0,0,0
40340,310M100US40340,"Rochester, MN Metro Area",72166,48829,21870,10079,9858,4799,1492,731,23337,19279,3405,377,205,68,3,0
40380,310M100US40380,"Rochester, NY Metro Area",410637,263731,117218,59790,53762,22641,6784,3536,146906,118832,23898,2608,1017,415,114,22
40420,310M100US40420,"Rockford, IL Metro Area",130374,88824,38522,19912,16966,8758,3118,1548,41550,35181,5499,555,291,0,24,0
40580,310M100US40580,"Rocky Mount, NC Metro Area",59363,39902,18431,9485,7524,2827,1057,578,19461,17444,1696,194,54,55,18,0
40660,310M100US40660,"Rome, GA Metro Area",34977,24356,10592,5772,4570,2166,840,416,10621,9171,1118,151,80,51,50,0
40900,310M100US40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",775432,517461,208695,115969,109568,49350,19048,14831,257971,197457,47927,8046,3019,1023,323,176
40980,310M100US40980,"Saginaw-Saginaw Township North, MI Metro Area",76764,51118,24009,11830,9372,3933,1182,792,25646,21862,3054,429,191,51,49,10
41060,310M100US41060,"St. Cloud, MN Metro Area",71351,46838,20641,10409,9172,4417,1331,868,24513,17433,5008,797,979,140,127,29
41100,310M100US41100,"St. George, UT Metro Area",45895,35313,16348,5373,5637,3963,2024,1968,10582,8462,1636,227,188,50,19,0
41140,310M100US41140,"St. Joseph, MO-KS Metro Area",47630,31295,14467,6671,6111,2741,850,455,16335,13577,2218,330,107,89,5,9
41180,310M100US41180,"St. Louis, MO-IL Metro Area",1106719,728433,319307,170750,144559,64036,20693,9088,378286,318704,51097,5772,1994,583,83,53
41420,310M100US41420,"Salem, OR Metro Area",140463,96240,41701,20375,17907,9007,4586,2664,44223,35656,6855,1071,485,150,6,0
41500,310M100US41500,"Salinas, CA Metro Area",124963,89606,30718,18026,18401,11273,5879,5309,35357,27554,5956,1006,674,40,52,75
41540,310M100US41540,"Salisbury, MD Metro Area",44629,28689,12605,7308,5282,2358,746,390,15940,11869,2808,757,461,26,19,0
41620,310M100US41620,"Salt Lake City, UT Metro Area",366393,260590,91996,56233,52792,31730,16161,11678,105803,82365,17791,3627,1532,240,208,40
41660,310M100US41660,"San Angelo, TX Metro Area",42084,28202,12905,6150,5393,2412,842,500,13882,11617,1931,249,85,0,0,0
41700,310M100US41700,"San Antonio-New Braunfels, TX Metro Area",726502,507377,193622,119827,105376,53729,21466,13357,219125,184243,29307,3813,1289,307,63,103
41740,310M100US41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1061789,703747,270989,161252,150730,71307,29766,19703,358042,266382,71983,12561,5303,1405,293,115
41780,310M100US41780,"Sandusky, OH Metro Area",31855,21379,10634,4291,3962,1581,648,263,10476,9036,1152,151,119,18,0,0
41860,310M100US41860,"San Francisco-Oakland-Fremont, CA Metro Area",1594554,984779,387372,232720,213495,91032,35335,24825,609775,470938,110329,18059,7351,1949,540,609
41940,310M100US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",613559,434720,151209,104357,101901,44994,18382,13877,178839,139811,31228,4944,1517,648,279,412
42020,310M100US42020,"San Luis Obispo-Paso Robles, CA Metro Area",102434,64250,31640,13594,11720,4826,1634,836,38184,26841,8080,1837,890,464,72,0
42060,310M100US42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",141793,91108,36607,19460,16971,9671,4069,4330,50685,36234,9648,2409,1583,295,275,241
42100,310M100US42100,"Santa Cruz-Watsonville, CA Metro Area",93802,58957,24569,13068,11890,5257,2189,1984,34845,24517,7496,1529,906,176,151,70
42140,310M100US42140,"Santa Fe, NM Metro Area",60144,35757,18197,7712,6325,2263,873,387,24387,19733,3824,615,174,33,0,8
42220,310M100US42220,"Santa Rosa-Petaluma, CA Metro Area",184033,116699,50806,26242,23916,9537,3831,2367,67334,51122,13381,1974,567,108,65,117
42340,310M100US42340,"Savannah, GA Metro Area",128396,84337,37612,21234,15383,6857,2247,1004,44059,35290,7259,919,455,80,56,0
42540,310M100US42540,"Scranton--Wilkes-Barre, PA Metro Area",228196,147130,68789,35386,26835,11363,3079,1678,81066,70336,9170,740,472,200,77,71
42660,310M100US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1341462,834637,355013,199403,175378,67919,23103,13821,506825,392827,93013,13911,4391,1625,504,554
42680,310M100US42680,"Sebastian-Vero Beach, FL Metro Area",57560,37314,21334,6838,5610,2505,798,229,20246,16929,2911,247,92,39,23,5
43100,310M100US43100,"Sheboygan, WI Metro Area",46572,30785,15152,5922,5548,2798,748,617,15787,13147,2246,329,51,14,0,0
43300,310M100US43300,"Sherman-Denison, TX Metro Area",45545,31768,14973,6884,5728,2881,872,430,13777,11469,1937,305,45,13,8,0
43340,310M100US43340,"Shreveport-Bossier City, LA Metro Area",150600,97195,43753,23627,18016,7456,2681,1662,53405,47019,5234,681,262,175,23,11
43580,310M100US43580,"Sioux City, IA-NE-SD Metro Area",54208,36880,16940,7138,6564,4168,1457,613,17328,14490,2469,243,98,28,0,0
43620,310M100US43620,"Sioux Falls, SD Metro Area",86818,58142,25935,13443,11281,4959,1679,845,28676,23480,4491,550,149,6,0,0
43780,310M100US43780,"South Bend-Mishawaka, IN-MI Metro Area",120741,79699,35649,17017,16057,7061,2507,1408,41042,34948,5163,658,140,57,56,20
43900,310M100US43900,"Spartanburg, SC Metro Area",106397,74223,33894,17782,14346,5516,1854,831,32174,28431,3235,435,59,0,11,3
44060,310M100US44060,"Spokane, WA Metro Area",184590,117689,54059,26152,22517,9288,3611,2062,66901,53021,11260,1689,548,232,137,14
44100,310M100US44100,"Springfield, IL Metro Area",87024,54826,25349,13352,9810,4531,1272,512,32198,27415,4169,486,94,0,34,0
44140,310M100US44140,"Springfield, MA Metro Area",266784,168159,72454,39912,35432,13590,4323,2448,98625,80209,15322,1833,995,161,71,34
44180,310M100US44180,"Springfield, MO Metro Area",172468,113220,53480,26245,20453,8500,2980,1562,59248,47787,9451,1354,439,142,20,55
44220,310M100US44220,"Springfield, OH Metro Area",55145,36684,17194,8503,6542,2837,953,655,18461,15482,2375,374,183,47,0,0
44300,310M100US44300,"State College, PA Metro Area",54971,31564,15826,6791,5989,2024,598,336,23407,15506,4332,1936,1478,122,33,0
44600,310M100US44600,"Steubenville-Weirton, OH-WV Metro Area",52250,34474,16754,8993,5865,1944,719,199,17776,15605,1946,159,54,12,0,0
44700,310M100US44700,"Stockton, CA Metro Area",212905,158997,50248,33855,35020,21565,10172,8137,53908,42394,8772,1660,741,141,102,98
44940,310M100US44940,"Sumter, SC Metro Area",38856,26744,11811,6634,4567,2523,766,443,12112,10633,1298,48,133,0,0,0
45060,310M100US45060,"Syracuse, NY Metro Area",256142,162453,71593,37337,33359,13497,4190,2477,93689,75711,14699,2086,795,386,12,0
45220,310M100US45220,"Tallahassee, FL Metro Area",141390,82324,38359,20921,14747,5490,1575,1232,59066,42570,11532,2738,2079,106,41,0
45300,310M100US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1123163,698563,344941,158832,121691,50126,15263,7710,424600,345570,68524,7128,2551,695,85,47
45460,310M100US45460,"Terre Haute, IN Metro Area",65424,42352,20084,9505,8113,2965,1261,424,23072,18948,3378,549,125,36,28,8
45500,310M100US45500,"Texarkana, TX-Texarkana, AR Metro Area",50150,34423,15664,8266,6884,2248,978,383,15727,14108,1340,178,83,0,0,18
45780,310M100US45780,"Toledo, OH Metro Area",261914,166319,76615,38744,30748,13903,4360,1949,95595,78627,13621,2146,984,176,6,35
45820,310M100US45820,"Topeka, KS Metro Area",95272,63403,30653,13724,11182,5088,1627,1129,31869,27218,3890,573,111,15,26,36
45940,310M100US45940,"Trenton-Ewing, NJ Metro Area",129213,87385,34311,21241,20061,7854,2655,1263,41828,34523,5637,563,547,295,174,89
46060,310M100US46060,"Tucson, AZ Metro Area",381880,237380,112314,50532,41324,20485,8005,4720,144500,117768,21763,3142,1348,255,141,83
46140,310M100US46140,"Tulsa, OK Metro Area",361758,241646,109164,53262,44930,22041,8208,4041,120112,101779,15864,1910,390,127,11,31
46220,310M100US46220,"Tuscaloosa, AL Metro Area",78540,49114,23246,11243,10020,2880,1242,483,29426,23799,4554,783,273,0,17,0
46340,310M100US46340,"Tyler, TX Metro Area",76427,53113,23519,11704,9767,4865,1893,1365,23314,19984,2830,393,37,55,0,15
46540,310M100US46540,"Utica-Rome, NY Metro Area",118349,76949,34489,17323,15172,6677,1911,1377,41400,34637,5865,680,167,51,0,0
46660,310M100US46660,"Valdosta, GA Metro Area",49266,33916,13675,8781,7022,2791,1129,518,15350,12025,2314,680,326,5,0,0
46700,310M100US46700,"Vallejo-Fairfield, CA Metro Area",139011,99907,37348,22868,21707,11065,4245,2674,39104,30961,6669,869,455,92,9,49
47020,310M100US47020,"Victoria, TX Metro Area",42808,30961,13572,6988,5969,2863,786,783,11847,10179,1293,207,168,0,0,0
47220,310M100US47220,"Vineland-Millville-Bridgeton, NJ Metro Area",50825,35210,13659,8606,7017,3400,1434,1094,15615,13313,2012,129,130,8,20,3
47260,310M100US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",620833,423423,183268,104213,82785,34957,11921,6279,197410,160288,29345,5441,1632,456,114,134
47300,310M100US47300,"Visalia-Porterville, CA Metro Area",126664,99932,30265,20308,20232,15885,7451,5791,26732,22031,3847,462,212,99,54,27
47380,310M100US47380,"Waco, TX Metro Area",82998,55570,24345,12275,9999,5155,2512,1284,27428,22076,4029,710,491,62,35,25
47580,310M100US47580,"Warner Robins, GA Metro Area",50199,34908,14059,8874,7740,2949,890,396,15291,13037,1702,347,118,25,20,42
47900,310M100US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2014467,1309929,507337,312379,286367,127313,46602,29931,704538,567770,107959,18710,6394,2578,683,444
47940,310M100US47940,"Waterloo-Cedar Falls, IA Metro Area",66261,42691,21882,8273,7396,3686,915,539,23570,18216,3589,778,935,20,32,0
48140,310M100US48140,"Wausau, WI Metro Area",52708,36328,16831,7772,7090,2691,1241,703,16380,13235,2713,264,128,40,0,0
48300,310M100US48300,"Wenatchee-East Wenatchee, WA Metro Area",40478,28286,12745,6252,5185,2467,1143,494,12192,9827,1892,362,89,22,0,0
48540,310M100US48540,"Wheeling, WV-OH Metro Area",61851,40556,21083,8937,6613,2726,788,409,21295,18842,2046,272,102,6,27,0
48620,310M100US48620,"Wichita, KS Metro Area",237351,158205,69626,33553,30275,15977,5570,3204,79146,67422,9938,1170,442,142,0,32
48660,310M100US48660,"Wichita Falls, TX Metro Area",56415,37851,17039,8918,7156,3229,939,570,18564,15359,2477,483,172,73,0,0
48700,310M100US48700,"Williamsport, PA Metro Area",46612,31313,15149,7054,5739,2306,723,342,15299,12479,2159,443,146,72,0,0
48900,310M100US48900,"Wilmington, NC Metro Area",149297,94264,49491,21347,15147,5815,1735,729,55033,43449,9510,1628,385,47,9,5
49020,310M100US49020,"Winchester, VA-WV Metro Area",48534,32544,14267,7958,6274,2675,867,503,15990,13150,2465,241,134,0,0,0
49180,310M100US49180,"Winston-Salem, NC Metro Area",186111,123967,57654,29302,22780,9522,3245,1464,62144,54681,5919,1144,286,114,0,0
49340,310M100US49340,"Worcester, MA Metro Area",298162,201905,81181,47191,47806,18320,5081,2326,96257,78576,14537,2085,812,236,0,11
49420,310M100US49420,"Yakima, WA Metro Area",79075,58284,21513,11724,11650,7081,3244,3072,20791,16451,3406,625,243,16,50,0
49620,310M100US49620,"York-Hanover, PA Metro Area",166600,118102,54592,26816,23853,8641,2748,1452,48498,39395,7400,1077,384,210,32,0
49660,310M100US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",232168,151238,73774,33386,26522,11569,3896,2091,80930,70838,8785,841,358,87,0,21
49700,310M100US49700,"Yuba City, CA Metro Area",55123,40453,13636,8452,8942,5525,2346,1552,14670,11627,2451,440,94,38,0,20
49740,310M100US49740,"Yuma, AZ Metro Area",69563,53470,21364,10488,9626,7389,2905,1698,16093,12805,2904,121,220,43,0,0
